id,название,бренд,цена,скидка,наличие,рейтинг
334951441,Роутер беспроводной GT-AXE11000 AXE11000 100 1000 2500BASE-T,Asus,54864.0,43433.0,173,5
174937473,"17.3"" Vivobook 17X M3704YA AMD Ryzen 7 7730U 16 512 ГБ",Asus,72060.0,55593.0,107,5
222108457,Роутер беспроводной TUF-AX4200 AX4200 10 100 1000 2500B,Asus,13580.0,11387.0,116,5
182628249,Ноутбук Vivobook 16X i5-13500H 16 512 4050 16'' IPS,ASUS,107488.0,70618.0,106,5
222108451,Роутер беспроводной RT-AX57 AX3000 10 100 1000BASE-TX,Asus,9050.0,7579.0,68,5
253971153,"Zenbook 14 OLED 14"" FHD Ryzen 7 16 1024 Win",Asus,113899.0,79548.0,161,5
40609071,"Шлейф матрицы для ноутбука X555UB, A555U, A555UA, X556",Asus,604.0,498.0,12,5
201301074,"Кулер для ноутбука X550VC, 3 Pin",Asus,1035.0,370.0,6,5
39619714,Зарядка для ноутбука 230W 19.5V 11.8A разъем 7.4x5.0mm,Asus,3712.0,2740.0,29,5
275398648,Материнская плата PRIME B760M-K,ASUS,20760.0,8890.0,67,5
40608825,"Шлейф матрицы для ноутбука Vivobook X551, X551CA, D550C",Asus,729.0,550.0,18,5
190095948,Адаптер Wi-Fi и Bluetooth PCE-AXE5400 для ПК и ноутбука,ASUS,5144.0,3642.0,13,5
38003609,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,429.0,5,5
38003661,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,429.0,5,5
251659956,Видеокарта DUAL-RTX3050-O8G-V2,ASUS,24999.0,21535.0,36,5
117586736,Для N56VZ Зарядное устройство,Asus,2480.0,1785.0,15,5
275398609,Материнская плата PRIME Z890-P,ASUS,56200.0,23985.0,100,5
195995590,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
171157916,Мини-адаптер bluetooth USB-BT400 4.0,Asus,1790.0,1491.0,6,5
19436920,Зарядка для ноутбука 120W 19V 6.3А разъем 5.5x2.5mm,Asus,1772.0,1314.0,20,5
397627842,Ноутбук K3605ZU-RP327 i5-12500H 16GB 512GB SSD RTX4050,ASUS,105429.0,69281.0,120,5
239264537,Материнская плата mATX PRIME B550M-A Socket AM4,ASUS,11851.0,8910.0,44,5
259243767,Зарядное устройство 65W 3.42A 19V 5.5x2.5мм без кабеля,Asus,1280.0,702.0,12,5
397627831,Ноутбук X1504ZA-BQ062 i5-1235U 8Gb 512Gb SSD UMA DOS,ASUS,53835.0,35412.0,97,5
185180536,Материнская плата для ноутбука T305CA,Asus,5070.0,3853.0,17,5
179144805,Кабель SATA 6Gb s 40см комплект 2 шт. угловой + прямой,ASUS,1200.0,652.0,3,5
179144806,Кабель SATA 6Gb s 40см комплект 2 шт. угловой + прямой,ASUS,1200.0,652.0,3,5
62632797,Зарядка для ноутбука 65W 19V 3.42A разъем 4.5x3.0mm,Asus,1194.0,883.0,11,5
187883678,Зарядка для ноутбука 19V 3.42A 65W (4.0x1.35мм),Asus,2200.0,743.0,13,5
186668772,"Клавиатура V111362AS1 для X44H, X42",Asus,1572.0,549.0,40,5
330832261,"Ноутбук TUF A15 FA506NCR-HN044 15,6"" 1920х1080",ASUS,162920.0,66162.0,180,5
116555819,Чехол на ROG Phone 6 с рисунком,Asus,999.0,616.0,5,5
397627830,Ноутбук Vivobook 16X i5-12450H 8GB 512GB RTX2050 W11,ASUS,80126.0,52653.0,91,5
188021167,Зарядка для ноутбука 19V 6.32A 120W (5.5x2.5мм),Asus,4000.0,1111.0,16,5
193034965,Коврик игровой компьютерный для мыши 320х285х4мм,Asus,760.0,522.0,24,5
391797716,Ноутбук Vivobook 16X i5-13500H 16 512 4050 16'' IPS,ASUS,106613.0,70044.0,106,5
166771597,Коврик игровой компьютерный для мыши 300х250х4мм,Asus,750.0,478.0,17,5
296235100,Чехол на ZenFone Max M2 ZB633KL с принтом,Asus,999.0,628.0,6,5
332725031,Ноутбук игровой TUF Gaming FA401UU-RG053,ASUS,124999.0,102588.0,89,5
391797547,Ноутбук ROG Zephyrus G16 GU605MU-QR080 16 512 i7-155H 4050,ASUS,195721.0,128537.0,145,5
397627844,Ноутбук TUF Gaming F15 FX507VU-LP290 i7-13620H 16GB 1TB SSD,ASUS,139251.0,91495.0,147,5
39430807,Зарядка для ноутбука 36W 12V 3А разъем 4.8x1.7mm,Asus,1001.0,816.0,11,5
225966332,Чехол на Zenfone Max Pro M1 (ZB602KL),Asus,740.0,374.0,3,5
158445938,Ноутбук 90NX05E1-M010F0 P1512CEA-BQ0825X,Asus,92900.0,76275.0,97,5
65114131,Чехол на ZenFone Max M2 ZB633KL с рисунком,Asus,999.0,668.0,5,5
397627848,"Ноутбук Vivobook 15X OLED 15.6"" i7-1355U 16GB 512GB DOS",ASUS,89548.0,58823.0,80,5
246962835,Чехол на ZenFone 9 ZenFone 10 с принтом,Asus,999.0,571.0,6,5
246962839,Чехол на ZenFone 9 ZenFone 10 с принтом,Asus,999.0,571.0,6,5
266544605,Чехол на ZenFone Max Pro ZB602KL с рисунком,Asus,999.0,513.0,6,5
300977932,Чехол на ZenFone Max Pro ZB602KL с рисунком,Asus,999.0,513.0,6,5
259668258,Видеорегистратор автомобильный 3 в 1,Asus,3040.0,1724.0,41,5
74302490,Клавиатура для ноутбука ROG Zephyrus G14 с подсветкой,Asus,4235.0,3046.0,28,5
196001160,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
267648151,Чехол на ROG Phone 8 с принтом,Asus,999.0,587.0,6,5
350950413,"Зарядка для ноутбука K53, 90W",Asus,4028.0,1212.0,42,5
250577930,Чехол на ZenFone Max M2 ZB633KL с рисунком,Asus,999.0,669.0,6,5
236571761,Чехол на ROG Phone 6 с рисунком,Asus,999.0,595.0,6,5
111735198,Чехол на ZenFone Max M2 (ZB633KL) с принтом,ASUS,1001.0,373.0,9,5
299088583,Проводная игровая мышь P514 ROG GLADIUS III,ASUS,7460.0,4871.0,37,5
330036803,Аккумулятор для ноутбука N55S,Asus,5592.0,1675.0,51,5
300438936,Чехол на ROG Phone 8 с принтом,Asus,999.0,587.0,6,5
222344276,Клавиатура для ноутбука X401A (черная),Asus,2200.0,646.0,23,5
51347955,Дисплей с тачскрином для планшета Transformer Book T100H,Asus,4016.0,2841.0,46,5
75615717,Дисплей с тачскрином для планшета ZenPad C 7.0 Z170CG,Asus,2675.0,1887.0,26,5
251753243,Материнская плата PRIME H610M-R D4-SI 90MB1B40-M0ECY0,ASUS,8499.0,7335.0,26,5
232399811,Чехол на ZenFone 11 Ultra,Asus,999.0,351.0,6,5
183924076,Дисплей с тачскрином на телефон ZenFone Live ZB553KL,Asus,886.0,639.0,7,5
39619757,Зарядка для ноутбука 230W 19.5V 11.8A разъем 5.5x2.5mm,Asus,2876.0,2121.0,21,5
39619759,Зарядка для ноутбука 120W 19V 6.3A разъем 5.5x2.5mm,Asus,1486.0,1217.0,21,5
39619787,Зарядка для ноутбука 90W 19V 4.74A разъем 4.5х3.0mm,Asus,1618.0,1197.0,16,5
184114679,Материнская плата для телефона ZenFone Max Pro (M1) ZB602KL,Asus,7179.0,5166.0,45,5
184114589,Материнская плата для телефона ZenFone 4 Max ZC554KL 3*32GB,Asus,4948.0,3574.0,45,5
184614997,Топкейс с клавиатурой для ноутбука Notebook X Series,Asus,6213.0,4445.0,17,5
39297533,"Аккумулятор для ноутбука 4800 mAh, 15.4 V",Asus,5370.0,3934.0,12,5
39248491,"Аккумулятор для ноутбука 39Wh, 7.7V",Asus,4894.0,3587.0,13,5
39082351,"Аккумулятор для ноутбука 5000мАч, 15.2В, 76Wh",Asus,4893.0,3585.0,12,5
39297553,"Аккумулятор для ноутбука 4335 mAh, 11.55 V",Asus,4199.0,3393.0,13,5
39084454,"Аккумулятор для ноутбука 4950mAh, 11.31V, 56Wh",Asus,4373.0,3207.0,13,5
39093652,"Аккумулятор для ноутбука VivoBook U38 6486мАч, 7.4V",Asus,3403.0,2502.0,17,5
39248488,"Аккумулятор для ноутбука 3640mAh, 11.55V, 42Wh",Asus,3379.0,2481.0,13,5
39084528,"Аккумулятор для ноутбука 6840мАч, 7.4V",Asus,3379.0,2481.0,13,5
38305636,"Аккумулятор для ноутбука VivoBook 3550mAh, 11.55V, 42Wh",Asus,3202.0,2362.0,24,5
39084526,"Аккумулятор для ноутбука 4400mAh, 14.8V, 65Wh",Asus,3202.0,2351.0,13,5
39082399,"Аккумулятор для ноутбука 10400mAh, 7.4V, 76.96Wh",Asus,2846.0,2089.0,11,5
39093577,"Аккумулятор для ноутбука Transformer 4210mAh, 11.4V, 48Wh",Asus,2674.0,1966.0,13,5
39082378,"Аккумулятор для ноутбука 5000mAh, 7.6V, 38Wh",Asus,2674.0,1966.0,13,5
39084504,Аккумулятор для ноутбука K93 10.8V 56Wh,Asus,2498.0,1837.0,13,5
39297548,"Аккумулятор для ноутбука 15.2V, 33Wh, 2200mAh",Asus,2498.0,1837.0,13,5
39082405,"Аккумулятор для ноутбука 4400mAh, 11.31V, 50Wh",Asus,2350.0,1726.0,10,5
39082334,Аккумулятор для ноутбука G53 Series 5200mAh 14.8V,Asus,2170.0,1608.0,24,5
38517603,"Аккумулятор для ноутбука ROG 3300mAh, 14.4V, 48Wh",Asus,2145.0,1579.0,13,5
39297477,"Аккумулятор для ноутбука 4400mAh, 15V, 66Wh",Asus,2145.0,1577.0,11,5
39084525,Аккумулятор для ноутбука 5200mAh 14.4V,Asus,1978.0,1461.0,17,5
39297530,Аккумулятор для ноутбука TP500LN 3400mAh 11.4V 39Wh,Asus,1969.0,1468.0,30,5
39297529,Аккумулятор для ноутбука 3800mAh 7.7V 29Wh,Asus,1969.0,1449.0,11,5
38306023,"Аккумулятор для ноутбука 5200мАч, 11.1В",Asus,1969.0,1451.0,13,5
39297457,"Аккумулятор для ноутбука 2200mAh, 11.1V, 37Wh",Asus,1610.0,1239.0,10,5
39648155,Вентилятор для ноутбука ROG Strix GL702VM CPU,Asus,1527.0,1126.0,11,5
39648188,"Вентилятор для ноутбука ROG Strix GL703GM, GL703GS CPU",Asus,1366.0,1008.0,11,5
39648153,"Вентилятор для ноутбука VivoBook X570, K570, YX570 4 pin",Asus,1274.0,941.0,11,5
39648104,"Вентилятор для ноутбука ROG GL504, GL504G, GL504GS 4 pin",Asus,1274.0,941.0,11,5
149307090,"Вентилятор для ноутбука VivoBook K571, X571 GPU",Asus,1181.0,869.0,7,5
275506822,"Зарядка для ноутбука 36W, 12V, 3А, разъем 3.5x1.35mm",Asus,873.0,714.0,12,5
39413899,Зарядка для нетбука 24W 9.5V 2.5A разъем 4.8x1.7mm,Asus,864.0,646.0,15,5
39881367,Вентилятор для ноутбука U32J,Asus,763.0,568.0,11,5
39881547,"Вентилятор для ноутбука VivoBook S300, S300C, F402",Asus,628.0,469.0,11,5
39648332,"Вентилятор для ноутбука K42D, K42DR, K42DE",Asus,517.0,411.0,11,5
39881483,Вентилятор для ноутбука A41,Asus,478.0,376.0,11,5
185087138,"Плата тачпада для ноутбука N552, N552VW, N552VX",Asus,459.0,370.0,7,5
100089172,"Разъем USB Type-C для ноутбуков C423N, C423NA",Asus,386.0,332.0,17,5
40932443,"Разъем питания для ноутбука ZenBook UX310, UX310U, UX310UA",Asus,324.0,285.0,12,5
194172834,Игровой коврик для мыши NH04 ROG MOONSTONE ACE L WHT,Asus,8929.0,7303.0,71,5
194172833,Игровой коврик для мыши NH04 ROG MOONSTONE ACE L BLK,Asus,8413.0,6885.0,71,5
39619730,Зарядка для ноутбука 90W 19V 4.74A разъем 5.5x2.5mm,Asus,1824.0,1343.0,11,5
120865020,"Клавиатура для ноутбука VivoBook 15 K513E, K513EA, K513EP",Asus,1619.0,1184.0,30,5
227898911,Зарядное устройство для телефона Type-C 33w,Asus,670.0,339.0,4,5
65114133,Чехол на ZenFone Max M2 ZB633KL с рисунком,Asus,999.0,668.0,5,5
40932499,"Разъем питания для ноутбука K73, N53, N71",Asus,259.0,237.0,12,5
39297498,"Аккумулятор для ноутбука 4100 mAh, 7.6 V",Asus,2498.0,1853.0,29,5
39248425,"Аккумулятор для ноутбука 5070mAh, 7.7V, 39Wh",Asus,6663.0,4879.0,13,5
42488647,Дисплей с тачскрином на телефон ZenFone 3 Max ZC553KL,Asus,2338.0,1686.0,19,5
201300993,"Кулер для ноутбука X550ZE, 3 Pin",Asus,1035.0,370.0,6,5
240136120,Чехол на Zenfone Max Pro M1 (ZB602KL),Asus,730.0,286.0,3,5
205927148,Аккумулятор для K50ID,Asus,4195.0,1409.0,17,5
205927677,"Аккумулятор для K61IC, X5DIJ, K70AB",Asus,4195.0,1409.0,17,5
205929581,Аккумулятор для X8AC,Asus,4195.0,1409.0,17,5
205929605,Аккумулятор для K70IJ,Asus,4195.0,1409.0,17,5
390385278,Материнская плата PRO Q670M-C-CSM LGA1700 Intel Q670 mATX RT,Asus,16375.0,14204.0,122,5
189631213,Наушники беспроводные Pods 3 для айфона и андроид,Asus,9990.0,1142.0,10,5
239483047,"Ноутбук ROG Strix G16 16"" Intel Core i7 32Гб 1024SSD",ASUS,348720.0,141437.0,206,5
397627832,"Ноутбук K3605ZV-RP250 16"" i5-12500H 16GB 512GB RTX 4060 8GB",ASUS,113780.0,74745.0,106,5
281806418,"Ноутбук S5507QA-MA013W, 15.6""",ASUS,198760.0,80625.0,128,5
275398662,Материнская плата PRIME Z790M-PLUS,ASUS,48780.0,20809.0,78,5
312098161,Роутер RT-AX57,ASUS,8386.0,6944.0,68,5
19436926,Зарядка для ноутбука 180W 19V 9.5A разъем 5.5x2.5mm,Asus,2505.0,1845.0,16,5
39619816,Зарядка для ноутбука 33W 19V 1.75A разъем M-plug,Asus,1145.0,848.0,12,5
195995599,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,422.0,6,5
191415219,Чехол на ZenFone 9 ZenFone 10 с принтом,Asus,999.0,644.0,6,5
400348410,Чехол на ZenFone 9 ZenFone 10 с рисунком,Asus,999.0,612.0,6,5
400348405,Чехол на ZenFone 9 ZenFone 10 с рисунком,Asus,999.0,612.0,6,5
269064791,Чехол на ZenFone Max Pro ZB602KL с рисунком,Asus,999.0,513.0,6,5
400425817,Чехол на ZenFone Max Pro ZB602KL с рисунком,Asus,999.0,456.0,6,5
414482373,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
296245511,Чехол на ROG Phone 6 с принтом,Asus,999.0,563.0,6,5
237284299,Vivobook S Ryzen 5 7535HS 16 ГБ 1 ТБ,ASUS,157200.0,63778.0,112,5
40946197,"Комплект петель для ноутбука X551, X551C, X551M, X551SL",Asus,1165.0,871.0,21,5
40609033,"Шлейф матрицы для ноутбука N56, N56D, N56J, N56V, N56VV",Asus,959.0,704.0,4,5
75733726,"Шлейф матрицы для ноутбука X570ZD, X570UD, X570DD, M570DD",Asus,804.0,605.0,18,5
201300803,"Кулер для ноутбука K55N, 3 Pin",Asus,1035.0,370.0,6,5
40933157,"Разъем питания для ноутбука UX32A, Q200E, X202E, S400CA",Asus,281.0,248.0,4,5
184615051,"Топкейс для ноутбука X540, X540BA, X540MA, X540UA",Asus,5380.0,3911.0,77,5
21059634,"Аккумулятор для ноутбука 2600mAh, 11.25V, 29Wh",Asus,1498.0,1104.0,10,5
40043212,"Клавиатура для ноутбука A450, D451, D451V, D451VE",Asus,828.0,613.0,30,5
39881337,"Вентилятор для ноутбука X45, P45, K45, A45, A85, A85V",Asus,576.0,441.0,11,5
39619719,Зарядка для ноутбука 22W 9.5V 2.31A разъем 4.8x1.7mm,Asus,933.0,692.0,11,5
40932898,"Разъем питания для ноутбука A53, A53U, A53E",Asus,376.0,340.0,12,5
39312278,"Аккумулятор для ноутбука 4610mAh, 15.4V, 71Wh",Asus,7689.0,5629.0,13,5
39082304,"Аккумулятор для ноутбука 4200mAh, 7.6V, 32Wh",Asus,2248.0,1664.0,23,5
39297502,Аккумулятор для ноутбука 14.4V 2200mAh 32Wh,Asus,1764.0,1301.0,13,5
40172689,"Клавиатура для ноутбука K45A, K45DE, K45V",Asus,841.0,627.0,28,5
40609088,"Шлейф матрицы для ноутбука Vivobook S551, K551L, S551LA",Asus,690.0,516.0,18,5
278810552,"B85-PLUS (1150, ddr3, Intel B85) материнская плата Асус",Asus,8300.0,5017.0,92,5
429736695,"P8H61-M LE R2.0 (1155, ddr3, Intel H61) материнская плата",Asus,3800.0,2691.0,44,5
281712518,"Ноутбук N6506MU-MA100, 15.6""",ASUS,285140.0,115609.0,128,5
91589872,Защитная пленка для ZenFone Max M2 Max Pro M2,Asus,2380.0,303.0,3,5
423169483,Видеокарта PRIME-RTX5070-O12G (90YV0M10-M0NA00),ASUS,79199.0,68200.0,89,5
397627837,"Ноутбук X1504VA-BQ868 15.6"" Core i3 1315U 8Gb 512Gb +рюкзак",ASUS,43151.0,28498.0,191,5
337519573,Материнская плата PRIME B550-PLUS,ASUS,13199.0,11404.0,53,5
391797649,Ноутбук ROG Zephyrus G16 GA605WV-QR118 R9-370HX 16GB 1TB SSD,ASUS,255980.0,168174.0,252,5
39619802,Зарядка для ноутбука 150W 19V 7.9A разъем 5.5x2.5mm,Asus,2171.0,1602.0,17,5
39619715,Зарядка для ноутбука 150W 19.5V 7.7A разъем 5.5x2.5mm,Asus,1964.0,1444.0,10,5
218824213,Чехол на ROG Phone 8 с принтом,Asus,999.0,513.0,6,5
181550672,Коврик игровой компьютерный для мыши 450х400х4мм,Asus,1190.0,465.0,22,5
366851057,"Чехол для ZenFone 8 ZS673KS ZS590KS, серия Clear",Asus,751.0,407.0,5,5
40172741,Клавиатура для ноутбука VivoBook 15 X505,Asus,841.0,627.0,28,5
251753114,Материнская плата PRIME B760-PLUS 90MB1EF0-M0EAY0,ASUS,15899.0,13724.0,51,5
120865259,Дисплей с тачскрином на телефон Zenfone Lite L1,Asus,1027.0,751.0,19,5
120865224,Дисплей с тачскрином на телефон Zenfone 4 Selfie Pro,Asus,5484.0,3931.0,19,5
251753609,Материнская плата PRIME A520M-K 90MB1500-M0EAY0,ASUS,6599.0,5717.0,42,5
252918282,Материнская плата PRIME H610M-K D4,ASUS,8699.0,7523.0,42,5
39619778,Зарядка для ноутбука 120W 19V 6.32A разъем 5.5x2.5mm,Asus,2560.0,1883.0,14,5
289864556,Наушники R55ES ROG CETRA TWS SPEEDNOVA,Asus,16259.0,13194.0,25,5
284455009,Мышь игровая P507 ROG GLADIUS II CORE,ASUS,9360.0,3769.0,25,5
247101314,Чехол на Zenfone 2 ZE550ML 2 ZE551ML с принтом,Asus,999.0,735.0,6,5
75575224,Аккумулятор для планшета Transformer TF400 5000mAh 3.7V,Asus,1310.0,969.0,24,5
41765911,"Аккумулятор для телефона 4120mAh, 3.85V, 15.48Wh",Asus,1038.0,748.0,8,5
150120525,Основная камера для планшета ZenFone Max Pro M2,Asus,540.0,410.0,7,5
40609004,"Шлейф матрицы для ноутбука A53, K53, U53, X53, A53E, A53S",Asus,742.0,559.0,18,5
40043401,"Топкейс с клавиатурой для ноутбука X451, X451CA",Asus,3489.0,2552.0,66,5
74302407,Клавиатура для ноутбука ZenBook 14 UX434 с подсветкой,Asus,3414.0,2463.0,30,5
39082350,"Аккумулятор для ноутбука Eee PC X101 11.1V, 2522mAh, 28Wh",Asus,2320.0,1705.0,11,5
40172879,"Клавиатура для ноутбука Zenbook UX31, UX31A, UX31E",Asus,2318.0,1682.0,30,5
39082288,"Аккумулятор для ноутбука 4400mAh, 14.4V",Asus,2150.0,1581.0,11,5
21059632,"Аккумулятор для ноутбука 5200mAh, 11.1V, 58Wh",Asus,1682.0,1239.0,11,5
26754160,"Шлейф матрицы для ноутбука K56, K56C, K56CM, S56X, A56C",Asus,502.0,394.0,6,5
51347911,Крышка матрицы для ноутбука Zenbook UX305FA FHD,Asus,11446.0,8106.0,49,5
75615760,Дисплей с тачскрином для планшета FonaPad 7,Asus,1084.0,778.0,24,5
235123744,Зарядное устройство для телефона Type-C 33w,Asus,670.0,375.0,4,5
370530373,Материнская плата PRIME B860-PLUS WIFI,ASUS,41060.0,17530.0,80,5
62183275,"Дисплей с тачскрином для планшета Fonepad 7, MeMO Pad 7",Asus,2097.0,1485.0,26,5
336740998,Материнская плата TUF GAMING B850M-PLUS WIFI,ASUS,50720.0,21637.0,81,5
149539701,"Зарядка для ноутбука 180W, 19.5V, 9.23A, 4.5х3.0mm",Asus,2675.0,1966.0,13,5
40609058,"Шлейф матрицы для ноутбука N750, N750J, N750JK, N750JV",Asus,804.0,605.0,18,5
40932286,"Разъем питания для ноутбука Eee PC 1104, 1001, 1002, 1003",Asus,272.0,251.0,18,5
273116605,Мышь беспроводная P716 ROG Harpe Ace Mini,ASUS,20120.0,8071.0,23,5
283489879,Материнская плата PRIME B760M-A WIFI D4,ASUS,32540.0,13910.0,81,5
384956378,Материнская плата PRIME B840M-A WIFI (90MB1J20-M0EAY0),ASUS,40400.0,17227.0,57,5
306171151,"Монитор VA24EHF 23.8"" LCD IPS LED, 1920x1080, черный",ASUS,24180.0,10100.0,428,5
39430834,Зарядка для ноутбука 30W 19V 1.58А разъем 2.5x0.7mm,Asus,1051.0,858.0,12,5
74824352,Материнская плата для телефона ZenFone Max Plus M1 ZB570TL,Asus,4047.0,2947.0,60,5
74830538,Материнская плата для планшета TF300TL 1*32Gb,Asus,1961.0,1423.0,25,5
74824407,Материнская плата для телефона ZenFone Go ZB500KG 1*8GB,Asus,1865.0,1390.0,60,5
74830825,Материнская плата для планшета FE170CG 1*8Gb,Asus,1782.0,1296.0,25,5
74824340,Материнская плата для телефона ZenFone Go ZB500KL 2*16Gb,Asus,1470.0,1229.0,60,5
74824310,Материнская плата для телефона Zenfone 6 A600CG 8Gb,Asus,1341.0,980.0,24,5
74824423,Материнская плата для телефона ZenFone 6 A600CG,Asus,1313.0,961.0,25,5
184146823,"Крышка с матрицей для ноутбука ZenBook 15 UX534, UX534FA",Asus,9901.0,7276.0,45,5
184146829,Крышка с матрицей для ноутбука UX462,Asus,9136.0,6718.0,46,5
120864998,"Топкейс с клавиатурой для ноутбука ROG Strix GL503, GL503V",Asus,5482.0,3973.0,66,5
39297555,"Аккумулятор для ноутбука 11.52V, 42Wh, 3653mAh",Asus,4199.0,3079.0,13,5
39084523,"Аккумулятор для ноутбука 4000mAh, 11.1V, 44Wh",Asus,4026.0,2953.0,13,5
40043069,Топкейс с клавиатурой для ноутбука X401U,Asus,3665.0,2767.0,66,5
39084556,"Аккумулятор для ноутбука 4400mAh, 11.31V, 50Wh",Asus,3555.0,2609.0,13,5
39082348,"Аккумулятор для ноутбука 3950mAh, 15.2V",Asus,3404.0,2510.0,24,5
39297462,Аккумулятор B41N1526 для ноутбука 15.2V 64Wh,Asus,3201.0,2352.0,14,5
39248405,"Аккумулятор для ноутбукa 11.52V, 42Wh",Asus,3021.0,2215.0,9,5
39259341,"Аккумулятор A41N1308 для ноутбука 37Wh, 14.4V",Asus,2674.0,1966.0,13,5
39297459,Аккумулятор для ноутбука K52 4400mAh 14.4V 63Wh,Asus,2146.0,1581.0,14,5
38313062,"Аккумулятор для ноутбука 3000мАч, 10.8V, 33Wh",Asus,1815.0,1337.0,12,5
149307067,Вентилятор для ноутбука N551Z N551ZU,Asus,1364.0,1003.0,7,5
39619768,Зарядка для ноутбука 33W 19V 1.75A разъем 4.0x1.35mm,Asus,1327.0,980.0,11,5
39648217,"Вентилятор для ноутбука VivoBook Q301, Q301L, S301L 4 pin",Asus,857.0,633.0,8,5
39648392,"Вентилятор для ноутбука UltraBook X401U, Vivobook F401U",Asus,844.0,627.0,11,5
40809799,"Разъем питания для ноутбука X503, A453, A553",Asus,294.0,259.0,4,5
39430856,Зарядка для ноутбука 60W 19.5V 3.08A разъем 3.0x1.1mm,Asus,858.0,701.0,11,5
74314142,"Вентилятор для ноутбука VivoBook X540S, X540SA, R540SA",Asus,1000.0,741.0,11,5
39312343,"Аккумулятор C41N1904 для ноутбука 15.48V, 67Wh",Asus,5019.0,4046.0,6,5
39248427,"Аккумулятор для ноутбука 11.4V, 48Wh",Asus,4199.0,3392.0,12,5
39093574,"Аккумулятор для ноутбука 4700мАч, 7.4В, 35Wh",Asus,3026.0,2227.0,17,5
39082340,"Аккумулятор для ноутбука 4400мАч, 14.4V",Asus,1966.0,1593.0,11,5
38305975,"Аккумулятор для ноутбука 5200 mAh, 11.1 V",Asus,1662.0,1226.0,13,5
39297458,"Аккумулятор для ноутбука ZenBook 3255mAh, 15.4V, 50Wh",Asus,3715.0,3020.0,30,5
44499234,Задняя крышка на телефон ZenFone Go ZB500KG,Asus,326.0,315.0,18,5
74254564,Аккумулятор для ноутбука U38N-C4004H 7.4V 6600mAh,Asus,3689.0,2711.0,17,5
39297461,"Аккумулятор для ноутбука 4400 mAh, 7.6 V",Asus,2498.0,1837.0,13,5
39082347,"Аккумулятор для ноутбука GL552VW 15V, 2600mAh, 39Wh",Asus,1634.0,1256.0,63,5
40946215,"Комплект петель для ноутбука S500, S500c, S500ca",Asus,473.0,424.0,21,5
39084438,"Аккумулятор для ноутбука 4400мАч, 11.1V",Asus,3555.0,2609.0,13,5
39619726,Зарядка для ноутбука 120W 19V 6.32A разъем 6.0x3.7mm,Asus,2402.0,1770.0,16,5
39648469,"Вентилятор для ноутбука ROG G750 VER-2, G750JW, G750JH",Asus,2025.0,1490.0,11,5
74722501,"Вентилятор для ноутбука ROG Strix GL503VS, GL503V",Asus,1366.0,1008.0,11,5
39648085,"Вентилятор для ноутбука ROG Strix GL703, GL703V, GL703VM",Asus,1366.0,1008.0,11,5
275470623,Ноутбук ExpertBook B9 OLED B9403CVAR-KM1220X,Asus,183739.0,150752.0,87,5
39084529,"Аккумулятор для ноутбука 3800mAh, 7.5V, 37Wh",Asus,2140.0,1697.0,10,5
195995570,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
195995585,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
195976475,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,430.0,6,5
38003743,Чехол на ZenFone Max Pro ZB602KL с принтом,Asus,999.0,429.0,5,5
111799991,Чехол на ZenFone Max M1 (ZB555KL) с принтом,ASUS,1001.0,373.0,9,5
21059628,Аккумулятор для ноутбука 2600mAh 14.4V 37Wh,Asus,1607.0,1255.0,11,5
21059623,Аккумулятор для ноутбука 5200mAh 10.8V,Asus,1666.0,1230.0,14,5
312097154,Роутер RT-BE58U,ASUS,17690.0,14558.0,53,5
39084510,"Аккумулятор для ноутбука X102BA 2600mAh, 11.25V",Asus,1531.0,1245.0,13,5
21059635,"Аккумулятор для ноутбука X541UA 2600mAh, 10.8V, 28Wh",Asus,1451.0,1181.0,13,5
237702108,"Материнская плата TUF GAMING B650M-PLUS Micro-ATX, AM5 DDR5",ASUS,46340.0,19775.0,81,5
81956613,Зарядка для нетбука 36W 12V 3А разъем 4.8x1.7mm,Asus,868.0,648.0,15,5
185180537,Материнская плата для ноутбука FX505GE,Asus,14918.0,12494.0,50,5
39093566,Аккумулятор для ноутбука VivoBook V551LB 4210mAh 11.4V,Asus,3481.0,2605.0,63,5
149399985,"Нижняя часть корпуса для ноутбука X580, X580GD",Asus,1479.0,1143.0,63,5
242347544,Беспроводной маршрутизатор RT-AX52 802.11aс 1775Mbps 2,ASUS,5961.0,4295.0,41,5
228505307,"Ноутбук Vivobook 15 X1504ZA-BQ451 15.6"" 1920x1080 Intel",ASUS,49891.0,39358.0,84,5
39084498,"Аккумулятор для ноутбука 4400мАч, 11.1V",Asus,1790.0,1370.0,63,5
117582159,Для N55S (120W) Зарядное устройство,Asus,2480.0,1826.0,15,5
